customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
2482-CZGBB,Fiber optic,No,No,No,No,No,No
8097-VBQTZ,DSL,Yes,Yes,No,Yes,Yes,No
4500-HKANN,DSL,No,Yes,No,Yes,No,No
9917-KWRBE,DSL,Yes,Yes,Yes,No,Yes,No
3420-ZDBMA,Fiber optic,No,No,No,No,No,No
2212-LYASK,DSL,No,Yes,Yes,No,No,Yes
1393-IMKZG,Fiber optic,No,No,No,Yes,Yes,Yes
8069-RHUXK,DSL,Yes,No,No,Yes,No,No
3398-GCPMU,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1013-QCWAM,Fiber optic,No,Yes,No,No,Yes,Yes
0866-QLSIR,DSL,Yes,Yes,No,Yes,No,No
6050-FFXES,Fiber optic,No,No,Yes,Yes,Yes,Yes
7181-BQYBV,Fiber optic,Yes,No,Yes,No,Yes,Yes
9554-DFKIC,DSL,Yes,No,No,No,No,No
5527-ACHSO,DSL,No,No,No,Yes,Yes,Yes
1399-UBQIU,DSL,No,No,Yes,No,Yes,Yes
0336-PIKEI,DSL,Yes,Yes,Yes,Yes,Yes,No
7322-OCWHC,Fiber optic,Yes,Yes,Yes,Yes,No,No
9537-VHDTA,DSL,Yes,No,No,No,No,No
4957-TIALW,DSL,Yes,Yes,Yes,Yes,No,No
2054-PJOCK,DSL,No,No,Yes,Yes,Yes,Yes
9150-HEPMB,DSL,Yes,No,Yes,No,No,No
6204-IEUXJ,Fiber optic,No,No,Yes,Yes,No,No
3126-WQMGH,DSL,No,No,No,No,No,No
4529-CKBCL,Fiber optic,No,No,No,No,Yes,No
2506-CLAKW,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
7176-WRTNX,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1583-IHQZE,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5732-IKGQH,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9239-GZHZE,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0151-ONTOV,Fiber optic,No,No,No,No,No,No
4140-MUHUG,Fiber optic,No,No,Yes,No,Yes,No
0093-EXYQL,Fiber optic,No,No,No,No,Yes,Yes
8064-RAVOH,DSL,No,No,Yes,No,No,No
0320-JDNQG,Fiber optic,Yes,No,No,Yes,Yes,Yes
7180-PISOG,Fiber optic,No,No,No,No,No,No
9168-INPSZ,Fiber optic,No,No,Yes,Yes,Yes,Yes
3571-RFHAR,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0015-UOCOJ,DSL,Yes,No,No,No,No,No
2754-SDJRD,Fiber optic,No,No,No,Yes,Yes,Yes
9578-VRMNM,DSL,No,No,Yes,No,No,Yes
1587-FKLZB,Fiber optic,No,No,Yes,No,Yes,Yes
6140-QNRQQ,Fiber optic,No,No,No,No,No,No
8963-JLGJT,DSL,Yes,No,Yes,No,No,No
4307-KTUMW,Fiber optic,Yes,No,Yes,No,No,Yes
1465-LNTLJ,DSL,No,No,Yes,Yes,No,Yes
5440-FLBQG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2135-DQWAQ,Fiber optic,No,Yes,No,No,Yes,No
4056-QHXHZ,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
7470-MCQTK,DSL,No,No,Yes,No,Yes,Yes
7488-MXJIV,Fiber optic,No,No,No,No,Yes,No
7401-JIXNM,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9339-FIIJL,DSL,No,Yes,Yes,Yes,Yes,Yes
2027-FECZV,Fiber optic,No,Yes,Yes,No,Yes,Yes
2672-DZUOY,DSL,No,No,No,No,No,No
4706-DGAHW,DSL,No,No,No,No,No,No
3870-MQAMG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6670-MFRPK,Fiber optic,No,No,Yes,No,No,No
6177-PEVRA,DSL,Yes,Yes,No,No,No,No
4800-CZMPC,Fiber optic,Yes,Yes,No,No,Yes,Yes
4813-HQMGZ,Fiber optic,No,No,No,Yes,No,Yes
7579-KKLOE,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7377-DMMRI,DSL,Yes,No,No,No,No,No
8402-EIVQS,Fiber optic,Yes,Yes,No,No,Yes,Yes
4947-DSMXK,Fiber optic,No,Yes,No,No,Yes,Yes
7245-NIIWQ,Fiber optic,No,No,No,No,No,No
0002-ORFBO,DSL,No,Yes,No,Yes,Yes,No
3324-OIRTO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5414-OFQCB,Fiber optic,No,No,No,Yes,Yes,No
4967-WPNCF,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8552-OBVRU,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9154-QDGTH,Fiber optic,No,No,Yes,Yes,Yes,Yes
8197-BFWVU,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2577-GVSIL,DSL,No,No,No,Yes,Yes,Yes
6463-HHXJR,Fiber optic,Yes,Yes,Yes,No,Yes,No
7928-VJYAB,Fiber optic,No,No,No,No,Yes,Yes
1187-WILMM,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9776-OJUZI,Fiber optic,No,Yes,Yes,No,Yes,No
8949-JTMAY,Fiber optic,No,No,Yes,No,Yes,Yes
2774-LVQUS,Fiber optic,No,No,Yes,Yes,No,No
2266-SJNAT,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0869-PAPRP,Fiber optic,No,No,Yes,No,Yes,No
4238-JSSWH,Fiber optic,No,No,Yes,No,Yes,Yes
2972-YDYUW,Fiber optic,No,Yes,No,Yes,No,Yes
1104-FEJAM,DSL,No,Yes,No,No,No,Yes
5499-ECUTN,DSL,Yes,No,Yes,No,Yes,No
4981-FLTMF,DSL,Yes,Yes,No,Yes,No,No
9121-PHQSR,Fiber optic,No,No,No,No,Yes,No
3113-IWHLC,DSL,Yes,No,Yes,No,No,No
3211-ILJTT,Fiber optic,No,No,No,No,No,No
4612-THJBS,Fiber optic,No,Yes,Yes,No,Yes,Yes
4094-NSEDU,Fiber optic,No,No,No,No,Yes,Yes
0234-TEVTT,DSL,Yes,No,Yes,No,No,Yes
4304-TSPVK,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1552-AAGRX,Fiber optic,Yes,No,No,Yes,Yes,Yes
2637-FKFSY,DSL,No,No,No,No,No,No
9796-MVYXX,DSL,Yes,No,Yes,Yes,No,No
0020-INWCK,Fiber optic,No,Yes,Yes,No,No,Yes
2683-JXWQQ,DSL,Yes,No,Yes,No,No,No
9548-ZMVTX,Fiber optic,No,Yes,Yes,Yes,No,No
8739-XNIKG,Fiber optic,No,No,No,No,Yes,No
9755-JHNMN,DSL,Yes,Yes,Yes,Yes,No,No
2789-HQBOU,Fiber optic,No,No,No,No,No,Yes
5067-WJEUN,DSL,Yes,Yes,No,No,No,No
3450-WXOAT,DSL,No,No,No,No,No,No
9251-WNSOD,DSL,Yes,Yes,Yes,No,No,Yes
2616-UUTFK,DSL,Yes,Yes,Yes,No,Yes,No
5103-MHMHY,DSL,No,No,No,No,No,No
7989-AWGEH,DSL,Yes,No,No,No,No,Yes
4373-VVHQL,DSL,No,No,No,No,No,No
4559-UWIHT,Fiber optic,No,Yes,Yes,No,No,No
7268-IGMFD,Fiber optic,No,No,Yes,Yes,Yes,No
1846-XWOQN,Fiber optic,No,No,No,No,No,No
0235-KGSLC,Fiber optic,No,No,Yes,No,Yes,No
6650-BWFRT,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9570-KYEUA,Fiber optic,Yes,No,Yes,Yes,No,Yes
6993-YGFJV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0730-BGQGF,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5498-IBWPI,DSL,No,No,No,Yes,No,No
0013-SMEOE,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9314-QDMDW,DSL,No,Yes,No,No,Yes,No
9308-ANMVE,DSL,Yes,Yes,No,No,No,No
2884-GBPFB,Fiber optic,No,No,No,No,No,No
3757-NJYBX,Fiber optic,No,Yes,Yes,No,Yes,Yes
3413-DHLPB,Fiber optic,No,Yes,No,Yes,Yes,Yes
6114-TCFID,DSL,Yes,Yes,No,Yes,No,No
3787-TRIAL,DSL,No,No,No,No,No,No
2573-GYRUU,Fiber optic,No,No,Yes,No,No,Yes
5156-UMKOW,DSL,No,Yes,No,No,No,No
1247-QBVSH,DSL,No,Yes,No,No,No,No
6734-GMPVK,Fiber optic,No,Yes,Yes,No,Yes,Yes
9822-OAOVB,DSL,No,No,No,No,No,Yes
6161-ERDGD,DSL,Yes,No,Yes,Yes,Yes,Yes
7318-EIVKO,DSL,No,No,No,No,Yes,No
3771-PZOBW,Fiber optic,No,No,Yes,No,Yes,No
5136-KCKGI,Fiber optic,Yes,No,Yes,No,Yes,Yes
8231-BSWXX,Fiber optic,No,Yes,No,No,No,No
6486-LHTMA,Fiber optic,No,No,Yes,No,Yes,No
4083-BFNYK,Fiber optic,Yes,Yes,No,No,No,Yes
3722-WPXTK,Fiber optic,No,No,No,No,Yes,Yes
7389-KBFIT,DSL,No,Yes,No,No,No,No
7176-WIONM,DSL,No,No,Yes,No,Yes,Yes
5141-ZUVBH,Fiber optic,Yes,No,Yes,Yes,No,Yes
1089-HDMKP,DSL,No,Yes,No,Yes,No,No
0310-SUCIN,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5197-PYEPU,Fiber optic,Yes,Yes,No,No,Yes,No
2929-ERCFZ,Fiber optic,No,No,Yes,No,Yes,Yes
7548-SEPYI,Fiber optic,No,Yes,No,No,Yes,Yes
8835-VSDSE,Fiber optic,No,No,No,No,No,No
3275-RHRNE,DSL,No,Yes,Yes,Yes,Yes,Yes
3503-TYDAY,Fiber optic,No,Yes,No,No,No,No
6901-GOGZG,DSL,Yes,No,Yes,Yes,Yes,Yes
1623-NLDOT,DSL,No,Yes,No,Yes,No,No
7021-XSNYE,DSL,Yes,No,Yes,Yes,No,Yes
9898-KZQDZ,Fiber optic,No,No,No,No,Yes,Yes
8982-NHAVY,Fiber optic,No,No,Yes,No,Yes,Yes
4307-KWMXE,DSL,No,Yes,No,Yes,No,No
0141-YEAYS,Fiber optic,No,Yes,Yes,No,No,No
2450-ZKEED,DSL,No,No,Yes,Yes,No,No
3694-DELSO,DSL,Yes,No,No,No,Yes,No
3893-JRNFS,DSL,No,No,Yes,No,No,Yes
9603-OAIHC,Fiber optic,No,No,No,No,No,No
5236-PERKL,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1049-FYSYG,DSL,No,Yes,Yes,No,No,No
7854-FOKSF,DSL,No,No,No,No,No,Yes
2519-FAKOD,Fiber optic,No,No,Yes,No,Yes,Yes
8406-LNMHF,Fiber optic,Yes,Yes,Yes,No,No,No
1821-BUCWY,DSL,Yes,No,Yes,No,No,No
8263-JQAIK,DSL,No,No,No,No,No,No
8314-DPQHL,DSL,Yes,No,Yes,Yes,No,Yes
9481-SFCQY,DSL,No,No,Yes,No,Yes,No
6360-SVNWV,Fiber optic,Yes,No,No,No,No,No
0567-GGCAC,DSL,Yes,Yes,Yes,No,No,No
7089-IVVAZ,Fiber optic,Yes,No,No,Yes,Yes,Yes
9050-IKDZA,Fiber optic,No,No,No,No,Yes,No
2205-YMZZJ,Fiber optic,No,No,No,No,Yes,No
9802-CAQUT,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1254-IZEYF,Fiber optic,No,Yes,No,No,Yes,Yes
0187-WZNAB,Fiber optic,Yes,No,No,No,No,No
9492-TOKRI,Fiber optic,No,Yes,No,No,Yes,No
1475-VWVDO,Fiber optic,No,No,Yes,No,No,No
9221-OTIVJ,Fiber optic,No,Yes,Yes,No,Yes,Yes
1357-MVDOZ,DSL,No,No,Yes,No,Yes,No
7602-MVRMB,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3325-FUYCG,Fiber optic,Yes,Yes,No,No,Yes,Yes
5908-QMGOE,Fiber optic,No,No,No,No,No,No
1197-BVMVG,Fiber optic,No,No,No,No,No,No
8481-YYXWG,Fiber optic,No,Yes,No,Yes,No,Yes
5198-EFNBM,Fiber optic,No,Yes,Yes,No,Yes,No
7516-GMHUV,Fiber optic,Yes,No,Yes,No,Yes,Yes
2585-KTFRE,DSL,Yes,Yes,No,Yes,No,Yes
7994-UYIVZ,Fiber optic,No,No,No,No,No,Yes
2609-IAICY,Fiber optic,No,No,No,No,No,No
1740-CSDJP,DSL,No,No,No,No,No,Yes
6559-RAKOZ,Fiber optic,No,No,No,Yes,Yes,Yes
2636-OHFMN,DSL,No,Yes,No,No,Yes,Yes
1323-OOEPC,Fiber optic,No,Yes,No,No,Yes,Yes
3200-MNQTF,DSL,Yes,Yes,Yes,Yes,No,No
5630-IXDXV,Fiber optic,No,Yes,Yes,No,Yes,Yes
0320-DWVTU,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
9135-MGVPY,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1212-GLHMD,Fiber optic,Yes,No,No,No,No,Yes
7878-JGDKK,DSL,No,No,No,No,No,No
1088-AUUZZ,DSL,Yes,Yes,No,Yes,No,Yes
0397-GZBBC,Fiber optic,No,No,No,No,Yes,Yes
9588-OZDMQ,DSL,No,No,No,No,No,No
7641-EUYET,Fiber optic,Yes,Yes,Yes,No,Yes,No
9921-ZVRHG,Fiber optic,No,No,Yes,No,No,No
1174-FGIFN,Fiber optic,No,No,No,Yes,No,Yes
6620-HVDUJ,DSL,Yes,Yes,No,Yes,No,No
4701-MLJPN,DSL,No,No,Yes,Yes,No,No
1032-MAELW,DSL,Yes,Yes,Yes,Yes,No,Yes
7641-TQFHN,Fiber optic,No,No,No,Yes,Yes,Yes
9206-GVPEQ,DSL,Yes,No,No,Yes,Yes,Yes
8622-ZLFKO,Fiber optic,No,Yes,No,No,No,Yes
1596-BBVTG,Fiber optic,No,No,No,No,No,No
1134-YWTYF,DSL,No,Yes,No,Yes,No,No
6061-GWWAV,DSL,Yes,Yes,Yes,No,Yes,No
0679-TDGAK,DSL,Yes,No,No,Yes,Yes,Yes
8433-WXGNA,Fiber optic,Yes,No,No,No,No,No
9405-GPBBG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3707-GNWHM,Fiber optic,No,No,No,No,No,No
7016-NVRIC,Fiber optic,Yes,No,Yes,No,No,Yes
5829-NVSQN,DSL,Yes,No,Yes,Yes,No,Yes
8922-LIEGH,Fiber optic,No,Yes,No,No,No,Yes
8869-LIHMK,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8245-UMPYT,Fiber optic,No,No,No,No,Yes,Yes
5186-SAMNZ,Fiber optic,No,No,No,No,No,No
0447-RXSGD,Fiber optic,No,Yes,No,No,Yes,Yes
4927-WWOOZ,Fiber optic,No,No,Yes,No,Yes,No
5788-YPOEG,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5373-SFODM,Fiber optic,No,No,No,No,No,Yes
0661-KBKPA,DSL,No,No,Yes,Yes,Yes,Yes
3133-PZNSR,Fiber optic,Yes,Yes,No,Yes,No,Yes
8931-GJJIQ,Fiber optic,No,No,No,No,No,Yes
4277-PVRAN,Fiber optic,No,No,No,No,Yes,No
0022-TCJCI,DSL,Yes,No,Yes,No,No,Yes
0722-SVSFK,Fiber optic,No,No,Yes,Yes,Yes,Yes
9825-YCXWZ,Fiber optic,No,No,Yes,Yes,Yes,Yes
5397-NSKQG,DSL,Yes,No,No,No,Yes,Yes
8565-HBFNN,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2000-DHJUY,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8670-ERCJH,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7758-UJWYS,DSL,No,No,No,Yes,Yes,No
7055-JCGNI,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0739-UUAJR,DSL,Yes,No,Yes,No,Yes,Yes
4826-DXMUP,DSL,No,No,No,Yes,Yes,Yes
0952-KMEEH,Fiber optic,Yes,No,No,No,Yes,Yes
7285-KLOTR,DSL,Yes,No,Yes,No,Yes,Yes
0654-PQKDW,DSL,Yes,No,Yes,Yes,Yes,No
7175-NTIXE,DSL,Yes,No,No,Yes,Yes,Yes
7963-SHNDT,DSL,Yes,Yes,No,Yes,No,No
9796-BPKIW,Fiber optic,No,No,No,No,No,No
5843-TTHGI,DSL,No,No,Yes,No,No,No
1849-RJYIG,DSL,Yes,No,No,No,Yes,No
8868-GAGIO,Fiber optic,Yes,No,Yes,No,No,No
4061-UKJWL,DSL,No,No,No,No,No,No
8263-QMNTJ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8178-EYZUO,Fiber optic,Yes,Yes,No,No,No,Yes
3230-JCNZS,Fiber optic,Yes,Yes,Yes,No,Yes,No
0277-ORXQS,DSL,No,No,No,Yes,Yes,Yes
5130-IEKQT,Fiber optic,No,Yes,Yes,No,Yes,Yes
3230-WYKIR,DSL,No,No,Yes,Yes,Yes,Yes
3227-WLKLI,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0407-BDJKB,Fiber optic,No,Yes,Yes,No,Yes,No
9600-UDOPK,Fiber optic,No,No,No,No,Yes,Yes
8216-AZUUZ,Fiber optic,No,No,Yes,Yes,Yes,Yes
4074-SJFFA,DSL,No,No,No,No,No,Yes
3269-ATYWD,Fiber optic,No,No,No,No,Yes,Yes
1074-AMIOH,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4910-GMJOT,Fiber optic,No,No,No,No,Yes,Yes
0354-WYROK,Fiber optic,No,No,Yes,Yes,Yes,Yes
7748-UMTRK,Fiber optic,No,No,No,Yes,Yes,Yes
7145-FEJWU,Fiber optic,No,Yes,Yes,No,Yes,Yes
6463-MVYRY,DSL,Yes,No,Yes,Yes,Yes,No
3969-JQABI,DSL,Yes,Yes,No,No,Yes,No
5780-INQIK,DSL,No,No,No,Yes,No,No
7576-OYWBN,Fiber optic,No,No,No,No,No,No
4526-ZJJTM,Fiber optic,No,Yes,Yes,No,No,Yes
8384-FZBJK,Fiber optic,No,Yes,No,No,Yes,Yes
3096-YXENJ,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1265-BCFEO,DSL,No,No,Yes,Yes,Yes,Yes
5837-LXSDN,DSL,No,Yes,No,No,Yes,No
5945-AZYHT,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8325-QRPZR,Fiber optic,No,No,Yes,No,No,No
6384-VMJHP,DSL,Yes,Yes,Yes,Yes,No,Yes
2262-SLNVK,Fiber optic,No,No,No,No,No,No
7730-CLDSV,Fiber optic,No,Yes,Yes,Yes,No,Yes
1135-HIORI,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0164-APGRB,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6481-ESCNL,Fiber optic,No,No,Yes,No,Yes,Yes
1550-EENBN,Fiber optic,Yes,Yes,No,No,Yes,Yes
5539-TMZLF,Fiber optic,No,No,No,No,No,No
4323-SADQS,DSL,Yes,No,No,Yes,No,No
4446-BZKHU,Fiber optic,No,Yes,Yes,No,Yes,Yes
5202-IVJNU,DSL,No,No,Yes,No,No,No
5976-JCJRH,Fiber optic,No,No,No,No,No,No
8198-RKSZG,DSL,No,Yes,No,Yes,Yes,Yes
0137-OCGAB,Fiber optic,No,Yes,No,No,No,No
3351-NQLDI,Fiber optic,Yes,No,No,Yes,No,Yes
9297-EONCV,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7593-JNWRU,DSL,No,No,No,No,No,No
3336-JORSO,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7799-DSEWS,DSL,Yes,No,Yes,Yes,Yes,No
8766-PAFNE,DSL,No,Yes,Yes,Yes,Yes,Yes
5315-CKEQK,DSL,No,No,No,No,No,No
3130-ICDUP,Fiber optic,Yes,No,No,No,No,No
0820-FNRNX,DSL,No,Yes,Yes,Yes,No,No
0880-FVFWF,Fiber optic,Yes,Yes,No,No,No,No
4611-ANLQC,DSL,Yes,Yes,Yes,No,No,Yes
2792-LSHWX,Fiber optic,Yes,Yes,No,Yes,No,No
5028-GZLDO,Fiber optic,No,No,No,No,No,No
0014-BMAQU,Fiber optic,Yes,No,No,Yes,No,No
6861-XWTWQ,Fiber optic,No,No,Yes,No,Yes,Yes
9018-PCIOK,DSL,No,Yes,Yes,No,No,Yes
4837-QUSFT,Fiber optic,Yes,Yes,No,Yes,Yes,No
6877-TJMBR,Fiber optic,No,No,No,Yes,Yes,No
0907-HQNTS,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7665-NKLAV,DSL,Yes,No,Yes,Yes,No,No
6769-DCQLI,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2433-KMEAS,DSL,Yes,No,No,No,No,No
4391-LNRXK,Fiber optic,No,Yes,Yes,Yes,No,Yes
8250-ZNGGW,DSL,Yes,Yes,No,Yes,No,No
2195-ZRVAX,Fiber optic,No,No,Yes,No,No,Yes
3550-SAHFP,Fiber optic,No,No,No,No,No,Yes
2011-TRQYE,DSL,No,Yes,Yes,No,No,No
5893-PYOLZ,DSL,No,Yes,Yes,Yes,Yes,Yes
6131-FOYAS,DSL,Yes,No,Yes,No,No,No
5609-IMCGG,Fiber optic,Yes,No,Yes,No,No,No
4873-ILOLJ,Fiber optic,No,No,No,No,Yes,Yes
4727-MCYZG,DSL,No,No,No,No,No,Yes
9481-WHGWY,DSL,Yes,No,No,Yes,Yes,Yes
2725-KXXWT,Fiber optic,No,No,No,No,Yes,Yes
9565-DJPIB,Fiber optic,No,Yes,No,No,Yes,No
4328-VUFWD,DSL,No,No,No,Yes,No,Yes
3301-LSLWQ,DSL,Yes,No,No,No,No,Yes
3166-PNEOF,DSL,Yes,No,Yes,Yes,Yes,Yes
5639-NTUPK,DSL,Yes,No,No,No,No,No
8780-YRMTT,DSL,Yes,Yes,Yes,Yes,No,No
8348-HFYIV,DSL,No,No,Yes,No,Yes,Yes
5140-FOMCQ,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6242-SGYTS,Fiber optic,Yes,Yes,No,No,Yes,No
8166-ORCHU,Fiber optic,Yes,Yes,No,Yes,No,Yes
8414-OOEEL,DSL,No,Yes,Yes,Yes,Yes,Yes
8454-AATJP,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4659-NZRUF,Fiber optic,Yes,Yes,No,No,No,Yes
4531-AUZNK,Fiber optic,Yes,No,No,Yes,Yes,No
4191-XOVOM,Fiber optic,No,Yes,No,Yes,Yes,Yes
8429-XIBUM,Fiber optic,Yes,No,No,No,Yes,Yes
2608-BHKFN,Fiber optic,No,No,No,No,No,No
7341-LXCAF,Fiber optic,No,No,No,No,No,No
6997-UVGOX,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9674-EHPPG,DSL,Yes,No,Yes,Yes,No,No
9462-MJUAW,DSL,No,No,No,No,No,No
8128-YVJRG,Fiber optic,Yes,No,No,No,No,No
5440-VHLUL,Fiber optic,No,Yes,No,Yes,Yes,Yes
5781-BKHOP,Fiber optic,Yes,Yes,Yes,No,Yes,No
4283-FUTGF,Fiber optic,No,No,Yes,No,No,No
5213-TWWJU,Fiber optic,No,No,Yes,Yes,No,Yes
1569-TTNYJ,Fiber optic,No,Yes,No,No,No,No
8628-MFKAX,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2397-BRLOM,Fiber optic,No,No,No,No,Yes,No
7629-WIXZF,DSL,Yes,No,No,No,No,Yes
5445-GLVOT,DSL,Yes,No,No,No,No,No
0254-KCJGT,DSL,Yes,Yes,Yes,Yes,No,Yes
5472-CVMDX,DSL,Yes,No,Yes,Yes,No,No
6461-SZMCV,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9508-ILZDG,Fiber optic,No,Yes,No,Yes,Yes,No
2346-DJQTB,DSL,No,No,No,No,No,No
1942-OQFRW,DSL,No,No,No,No,No,No
4749-VFKVB,DSL,No,No,No,No,No,No
9640-ZSLDC,DSL,No,No,Yes,No,No,Yes
7598-UAASY,Fiber optic,No,No,Yes,No,No,No
7938-OUHIO,Fiber optic,No,No,Yes,Yes,Yes,Yes
8510-AWCXC,Fiber optic,Yes,No,No,No,Yes,Yes
6128-AQBMT,DSL,No,Yes,Yes,No,Yes,Yes
0431-APWVY,Fiber optic,No,No,No,No,Yes,Yes
5133-VRSAB,DSL,Yes,No,No,No,No,No
6838-YAUVY,Fiber optic,No,No,Yes,Yes,No,Yes
7883-ROJOC,DSL,No,No,No,No,No,No
0244-LGNFY,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7274-CGTOD,DSL,Yes,Yes,Yes,Yes,No,No
4295-YURET,DSL,Yes,No,No,Yes,Yes,Yes
3426-NIYYL,DSL,No,No,No,No,No,No
8225-BTJAU,Fiber optic,No,No,No,No,No,Yes
4236-UJPWO,DSL,No,No,No,No,No,No
3387-VATUS,Fiber optic,No,No,No,No,Yes,Yes
6402-SSEJG,DSL,Yes,Yes,Yes,No,Yes,Yes
1143-NMNQJ,Fiber optic,No,No,No,No,No,Yes
1169-SAOCL,Fiber optic,No,Yes,No,Yes,Yes,Yes
1110-KYLGQ,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3518-PZXZQ,DSL,No,No,No,No,Yes,No
7693-QPEFS,Fiber optic,No,No,No,No,No,No
0924-BJCRC,Fiber optic,No,Yes,No,No,No,Yes
5074-FBGHB,Fiber optic,No,No,Yes,Yes,Yes,Yes
2351-BKRZW,DSL,Yes,No,Yes,No,Yes,Yes
4455-BFSPD,Fiber optic,No,No,No,Yes,Yes,Yes
0415-MOSGF,DSL,No,No,No,No,No,No
1724-BQUHA,Fiber optic,No,No,No,No,Yes,Yes
3948-KXDUF,DSL,Yes,Yes,Yes,Yes,No,No
2323-ARSVR,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0815-MFZGM,Fiber optic,No,No,Yes,Yes,Yes,Yes
4826-XTSOH,Fiber optic,No,No,No,No,Yes,No
2495-INZWQ,DSL,No,No,No,No,Yes,Yes
9086-YJYXS,DSL,No,No,Yes,No,Yes,Yes
7909-FIOIY,DSL,No,No,No,No,No,No
4139-SUGLD,DSL,Yes,No,No,Yes,No,No
6857-VWJDT,Fiber optic,No,No,No,No,Yes,Yes
6351-SCJKT,DSL,Yes,No,Yes,Yes,No,No
0197-PNKNK,Fiber optic,Yes,No,Yes,No,No,No
2408-WITXK,DSL,No,No,No,No,No,Yes
8929-KSWIH,Fiber optic,No,No,Yes,Yes,Yes,Yes
2250-IVBWA,Fiber optic,Yes,Yes,No,No,No,No
1810-MVMAI,DSL,Yes,Yes,Yes,Yes,No,No
9506-UXUSK,Fiber optic,No,No,No,No,No,No
1229-RCALF,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3572-UOLYZ,Fiber optic,No,No,Yes,Yes,No,No
6100-QQHEB,Fiber optic,No,No,No,No,Yes,Yes
6366-XIVKZ,DSL,Yes,No,Yes,No,No,Yes
3470-OBUET,DSL,Yes,Yes,No,Yes,Yes,No
2770-NSVDG,DSL,No,No,Yes,No,No,No
9375-MHRRS,DSL,No,No,No,Yes,No,No
2634-HCZGT,DSL,Yes,No,No,Yes,No,No
7503-QQRVF,Fiber optic,No,Yes,No,No,No,No
6599-GZWCM,Fiber optic,No,Yes,No,No,No,No
2691-NZETQ,Fiber optic,No,No,No,No,Yes,No
4404-HIBDJ,DSL,Yes,Yes,Yes,Yes,Yes,No
5533-NHFRF,DSL,No,Yes,No,Yes,No,Yes
7037-MTYVW,DSL,Yes,No,Yes,Yes,Yes,Yes
4760-THGOT,Fiber optic,Yes,Yes,No,No,No,Yes
7295-JOMMD,Fiber optic,No,No,Yes,Yes,Yes,Yes
